CI_ID,Serial_Number,Discovered_User,Discovered_Encryption,Last_Discovery_Date,Discovery_Source
CI175089,MIC9301841671,user3913,,2024-09-20,SCCM
CI130492,APP5849031672,user4533,Encrypted,2024-10-20,JAMF
CI395996,APP6991081673,user1704,,2024-10-10,JAMF
CI521841,HP8974151675,user3404,,2024-09-23,SCCM
CI189197,DEL5415591676,user2078,Encrypted,2024-09-28,Intune
CI429872,DEL2715301677,user5471,Encrypted,2024-10-03,SCCM
CI650673,LEN5263291679,user1910,Not Encrypted,2024-09-06,Intune
CI536554,HP6166431680,user5072,,2024-08-05,Intune
CI535487,APP4349831681,user7557,,2024-08-16,SCCM
CI908445,LEN6047861682,user8758,Encrypted,2024-09-02,JAMF
CI914700,HP3001491683,user2424,Unknown,2024-10-10,JAMF
CI601418,HP4833981684,user1464,Encrypted,2024-09-08,SCCM
CI486303,DEL8502521686,user6656,Encrypted,2024-09-08,Intune
CI992595,DEL2821141687,user7427,Encrypted,2024-08-17,Intune
CI968018,APP1097071688,user8087,Encrypted,2024-08-21,Intune
CI707537,DEL4209391689,user8297,,2024-10-18,JAMF
CI993615,APP9714271690,user4547,Encrypted,2024-08-21,SCCM
CI528137,HP6530631691,user9776,Encrypted,2024-10-24,JAMF
CI515958,DEL8492441692,user1197,Encrypted,2024-09-26,SCCM
CI497625,MIC1521311693,user1471,Encrypted,2024-09-13,Intune
CI418259,MIC5063521694,user8560,Unknown,2024-08-18,JAMF
CI565057,DEL3518951696,user6427,Encrypted,2024-08-27,JAMF
CI458069,HP8060031697,user3736,Encrypted,2024-08-27,SCCM
CI133254,APP1623261699,user5075,Encrypted,2024-10-31,SCCM
CI323461,LEN5333891700,user7762,Encrypted,2024-08-31,JAMF
CI355126,MIC1155321704,user5617,Encrypted,2024-10-09,JAMF
CI665743,HP6589051705,,,2024-08-17,JAMF
CI463455,DEL3311521707,user3698,Encrypted,2024-09-18,Intune
CI170720,HP8380621708,user6600,Encrypted,2024-09-30,Intune
CI946377,APP5752511709,,Encrypted,2024-09-27,SCCM
CI867508,HP5770951710,user8739,Encrypted,2024-10-19,Intune
CI208595,APP5241701711,user5733,,2024-08-13,Intune
CI122774,APP9771501712,user7497,Encrypted,2024-09-08,JAMF
CI602638,APP5781451714,user9582,Encrypted,2024-08-27,JAMF
CI873978,DEL2160221715,user1605,,2024-10-28,SCCM
CI537352,DEL4504211716,user2744,Encrypted,2024-08-17,JAMF
CI174812,LEN3399261717,user6610,Encrypted,2024-09-25,Intune
CI821960,DEL4648871718,user3950,Encrypted,2024-09-24,SCCM
CI415816,MIC8578831719,user5473,,2024-10-17,Intune
CI388168,LEN4815111721,user8052,Encrypted,2024-09-02,Intune
CI582196,HP8865521722,user4079,,2024-09-28,SCCM
CI187030,HP3627071723,user4781,Encrypted,2024-09-11,Intune
CI739086,DEL7537731725,user5134,Encrypted,2024-09-04,Intune
CI717100,HP8065861726,user7633,Encrypted,2024-09-29,Intune
CI380042,LEN7353411727,user6193,Not Encrypted,2024-10-10,JAMF
CI746110,MIC7602811728,user7298,Encrypted,2024-08-22,SCCM
CI497926,DEL5556531729,user2083,Encrypted,2024-09-26,SCCM
CI102633,MIC2832961730,user7591,Encrypted,2024-10-27,SCCM
CI475506,LEN3919451731,user9236,Encrypted,2024-09-17,Intune
CI284183,APP4360411732,,Not Encrypted,2024-09-03,JAMF
CI798613,LEN2800721733,user8846,,2024-10-22,SCCM
CI197710,HP3268741734,user7501,Not Encrypted,2024-10-10,SCCM
CI942420,DEL3050651735,user4725,Encrypted,2024-09-07,SCCM
CI256836,DEL4058311737,user2694,Encrypted,2024-09-10,SCCM
CI563267,DEL2460821738,user5140,Encrypted,2024-10-23,Intune
CI572158,DEL2928241739,user5761,Encrypted,2024-08-16,SCCM
CI532239,MIC7597961740,user8043,,2024-09-06,Intune
CI509174,MIC2351591741,user1039,,2024-08-27,JAMF
CI311194,DEL8021951742,user1046,Encrypted,2024-09-30,SCCM
CI452550,LEN5156501743,user2832,Not Encrypted,2024-08-31,SCCM
CI321315,MIC6407761745,user7764,,2024-08-09,Intune
CI462205,DEL9103771746,user7810,Encrypted,2024-08-07,JAMF
CI277976,LEN7793951747,user9982,,2024-09-11,JAMF
CI612623,LEN9140021748,user2745,,2024-08-20,JAMF
CI408063,MIC4761701749,user4898,,2024-09-17,JAMF
CI453402,MIC7928471750,user6381,Not Encrypted,2024-10-20,Intune
CI151650,LEN4202871751,user9982,,2024-08-19,SCCM
CI289292,HP5873301752,user6843,,2024-09-09,Intune
CI239655,DEL5807781753,,Unknown,2024-08-05,Intune
CI604165,MIC7336521754,user5037,Encrypted,2024-08-26,SCCM
CI874962,MIC6093451755,user4609,Unknown,2024-10-16,JAMF
CI893985,MIC5043321757,user1295,Encrypted,2024-08-09,Intune
CI272075,HP3194641758,user6585,,2024-09-15,JAMF
CI702206,MIC9361011759,user9140,Encrypted,2024-10-01,SCCM
CI846420,LEN8194091760,user5739,Unknown,2024-09-29,SCCM
CI623108,LEN4470931762,user6137,Encrypted,2024-09-29,Intune
CI184988,HP4742731763,user1546,,2024-09-12,Intune
CI643523,APP9380171764,user8217,Encrypted,2024-08-11,Intune
CI392216,LEN5277031766,user6455,,2024-09-06,SCCM
CI742543,DEL1647141767,user4140,,2024-09-07,JAMF
CI177197,DEL2926871768,user1284,Encrypted,2024-08-07,JAMF
CI177031,HP6863901771,,Encrypted,2024-08-04,Intune
CI288584,HP2523511772,user8289,,2024-09-13,SCCM
CI328327,HP5394431773,user5769,Encrypted,2024-08-12,JAMF
CI941699,LEN7581141774,user5346,,2024-08-16,SCCM
CI627792,DEL8545061776,user3402,Unknown,2024-09-09,JAMF
CI148247,APP9335111777,user7517,Encrypted,2024-09-22,SCCM
CI366128,APP8049061778,user6914,Encrypted,2024-08-07,JAMF
CI549532,APP5198351779,user9428,Not Encrypted,2024-08-12,JAMF
CI148762,DEL7071051780,user4685,,2024-09-16,SCCM
CI338197,APP9548431781,user1839,,2024-08-19,SCCM
CI955258,LEN5732271783,user7918,Encrypted,2024-10-01,JAMF
CI600995,HP9318821784,user4460,,2024-10-26,Intune
CI250250,MIC3883921786,user7405,,2024-09-23,Intune
CI976237,LEN5302921788,user2160,Encrypted,2024-10-17,SCCM
CI470694,HP9927801789,user4253,Encrypted,2024-10-17,Intune
CI798400,APP6077931790,user3686,,2024-08-21,Intune
CI187873,MIC6051811791,user5061,Encrypted,2024-08-14,JAMF
CI511496,HP7497741792,user3964,Encrypted,2024-08-19,Intune
CI751113,MIC2428081793,user1069,,2024-08-17,Intune
CI612593,DEL7320921794,user7174,,2024-10-29,SCCM
CI999464,LEN2427141795,user7710,Unknown,2024-09-05,JAMF
CI235051,APP9386511797,user6769,Encrypted,2024-10-06,Intune
CI350089,APP2796791799,user3883,,2024-10-17,JAMF
CI433835,MIC4442871800,user5694,Encrypted,2024-08-15,Intune
CI436825,HP5001731801,user1274,Encrypted,2024-10-01,Intune
CI588427,APP1065971802,user1476,Not Encrypted,2024-08-31,Intune
CI357521,LEN4466501804,user1598,,2024-08-21,SCCM
CI528709,MIC1237451805,user3788,,2024-09-18,Intune
CI517470,LEN7807761806,user8370,Encrypted,2024-09-22,Intune
CI851896,APP4985781807,user7405,Encrypted,2024-08-27,JAMF
CI891493,MIC6606301808,user9918,Unknown,2024-10-13,Intune
CI543143,DEL6119041809,user8669,Not Encrypted,2024-08-11,Intune
CI711476,DEL2507651810,user2492,Encrypted,2024-09-15,JAMF
CI350920,MIC3167471811,user2916,Unknown,2024-09-18,Intune
CI703684,APP7376941812,user6222,,2024-08-19,Intune
CI565228,MIC2405131813,user4932,,2024-09-28,Intune
CI592138,DEL4847991814,user3146,Not Encrypted,2024-10-07,SCCM
CI386531,MIC6152971815,user5904,Encrypted,2024-10-06,Intune
CI692198,HP6378051816,user5293,Unknown,2024-10-09,Intune
CI135016,LEN6957831818,user8834,Encrypted,2024-08-20,JAMF
CI442300,MIC1911841819,user7282,,2024-08-27,SCCM
CI262989,LEN1914191820,user8564,Encrypted,2024-08-29,SCCM
CI631625,DEL4040861821,user4666,Encrypted,2024-08-10,Intune
CI727700,HP1378531822,user5965,Encrypted,2024-09-11,Intune
CI174702,HP5180591823,user8062,Encrypted,2024-10-15,JAMF
CI455960,HP6170451825,user8042,Encrypted,2024-08-19,Intune
CI241608,LEN9758211826,user4423,Encrypted,2024-09-26,Intune
CI875574,DEL1633621827,user7211,Encrypted,2024-08-24,SCCM
CI157755,LEN6171071828,user8556,Encrypted,2024-10-24,SCCM
CI191822,DEL9161231829,user7655,Encrypted,2024-08-31,JAMF
CI866331,MIC2482401830,user6325,Encrypted,2024-10-26,SCCM
CI332559,LEN5491731831,user9509,,2024-09-26,SCCM
CI930715,APP4263171832,user5183,Encrypted,2024-08-23,Intune
CI234981,APP2277461833,user8246,,2024-08-17,JAMF
CI316077,MIC5341851834,user7213,Encrypted,2024-09-04,SCCM
CI207625,APP3707461835,user5417,Encrypted,2024-10-01,JAMF
CI461963,APP9887721836,user6157,Encrypted,2024-09-14,SCCM
CI773284,APP3312591837,user3255,Encrypted,2024-10-14,SCCM
CI608598,APP3430111838,user4402,,2024-08-06,Intune
CI363819,LEN2981551839,user1543,,2024-09-03,Intune
CI641041,DEL6981201840,,Encrypted,2024-10-16,SCCM
CI204800,DEL5665701843,user1756,,2024-08-13,Intune
CI467163,MIC8327981844,user5943,,2024-09-05,JAMF
CI117106,HP8475731845,user3768,,2024-08-31,JAMF
CI570828,APP6427981846,user2570,Encrypted,2024-08-21,JAMF
CI450114,MIC5208231847,user7824,,2024-09-11,JAMF
CI238569,DEL3232261848,user5947,Encrypted,2024-10-15,SCCM
CI741260,HP1994121849,user6580,,2024-09-19,SCCM
CI546904,HP9692111850,user4330,Unknown,2024-09-16,JAMF
CI807148,APP7225681851,user1309,,2024-09-05,SCCM
CI675393,DEL9394351852,user3690,Encrypted,2024-09-05,SCCM
CI842574,HP9372281853,user9277,,2024-09-02,SCCM
CI861397,LEN3846321854,user2686,,2024-10-26,JAMF
CI337235,DEL5078331855,user1955,Encrypted,2024-08-03,JAMF
CI720617,LEN5536981856,user7243,,2024-09-21,JAMF
CI811557,HP9373431857,user1405,,2024-08-28,SCCM
CI264174,APP3420921858,user7557,Encrypted,2024-09-21,JAMF
CI485355,HP8265851859,user1871,Encrypted,2024-09-13,JAMF
CI129176,LEN4849681860,user9431,Unknown,2024-10-05,SCCM
CI761014,APP6991211861,user2862,Encrypted,2024-10-28,Intune
CI245134,APP4389091862,user3577,,2024-08-14,JAMF
CI158027,APP7434151863,user1622,Encrypted,2024-09-27,SCCM
CI596694,MIC9172361864,user7891,Unknown,2024-10-07,Intune
CI279414,DEL6182191865,user8499,,2024-09-27,Intune
CI444594,LEN4996471866,user9104,Encrypted,2024-09-07,JAMF
CI716202,LEN7449651867,user4733,Encrypted,2024-09-09,Intune
CI346756,MIC6753691870,,,2024-09-06,JAMF
CI900419,DEL4747651871,user3690,,2024-09-04,Intune
CI704867,APP2126611872,user1746,,2024-09-25,JAMF
CI466676,APP8803501873,user8216,Encrypted,2024-09-12,JAMF
CI790465,MIC6268641874,user2483,Encrypted,2024-08-11,JAMF
CI173895,LEN6983681875,user4927,,2024-09-19,Intune
CI879402,APP2175431876,user7646,Encrypted,2024-08-02,SCCM
CI101608,LEN4142101877,user5763,,2024-09-21,JAMF
CI884947,APP1464301878,user4051,Unknown,2024-10-18,Intune
CI756053,MIC9687951879,user1727,,2024-09-09,SCCM
CI317874,MIC2754791880,user6171,Encrypted,2024-10-14,Intune
CI269735,DEL9476891881,user1897,Encrypted,2024-09-06,JAMF
CI967421,MIC5317871882,user4647,Unknown,2024-10-21,Intune
CI102885,APP8360941883,user6990,Encrypted,2024-09-10,JAMF
CI986009,MIC9670081884,,Not Encrypted,2024-08-12,Intune
CI168162,LEN3407031885,user3151,Encrypted,2024-10-24,SCCM
CI868616,LEN8653181886,user2341,Encrypted,2024-09-14,JAMF
CI907425,LEN4022071888,user7628,,2024-08-22,SCCM
CI600321,DEL9349241889,user1218,Unknown,2024-09-18,SCCM
CI129120,DEL8131411890,user7618,Encrypted,2024-09-01,Intune
CI756469,DEL7821431892,user5757,,2024-10-10,Intune
CI586501,LEN7606181893,user7599,Encrypted,2024-10-21,JAMF
CI277594,APP5057421894,user7358,Encrypted,2024-10-05,Intune
CI215943,DEL2310041895,user7767,Encrypted,2024-10-19,SCCM
CI734150,DEL4774661897,user3460,Encrypted,2024-08-22,JAMF
CI346683,DEL8526971898,user4968,Encrypted,2024-08-27,Intune
CI337994,HP9466681899,user2230,Encrypted,2024-09-16,JAMF
CI193091,HP5478301900,user2778,,2024-10-24,SCCM
CI623747,DEL2705241901,user7272,Encrypted,2024-08-24,SCCM
CI484482,APP1482991903,user3130,Not Encrypted,2024-09-04,JAMF
CI628404,MIC9829051905,user4401,,2024-09-09,JAMF
CI213620,LEN3694041906,user5842,Not Encrypted,2024-09-05,SCCM
CI933891,DEL3239061907,user8558,Encrypted,2024-08-27,JAMF
CI676604,LEN1263721908,user8657,Encrypted,2024-08-20,Intune
CI628961,LEN6311961909,user2127,Encrypted,2024-08-30,JAMF
CI702389,DEL7117091910,user3090,Encrypted,2024-10-06,SCCM
CI171035,HP2233741911,,Not Encrypted,2024-08-27,SCCM
CI672055,HP5355131913,user4482,Encrypted,2024-10-04,SCCM
CI311730,LEN8974311914,user8059,,2024-08-29,SCCM
CI370493,APP7063681915,user9536,Not Encrypted,2024-08-31,SCCM
CI960777,LEN1198981916,user2447,,2024-10-28,Intune
CI982338,APP2750281917,user7099,,2024-08-25,Intune
CI584958,MIC5993741918,user8556,Encrypted,2024-10-28,JAMF
CI523969,HP1002331920,user2741,Encrypted,2024-09-11,SCCM
CI804897,APP7000951922,user1438,Encrypted,2024-09-09,SCCM
CI383979,APP6336381923,user3841,Not Encrypted,2024-08-17,JAMF
CI612025,LEN5895851924,user4202,Encrypted,2024-08-08,JAMF
CI686450,LEN6330811925,user7946,,2024-09-28,SCCM
CI907411,DEL3039971926,user5806,Encrypted,2024-10-07,Intune
CI875804,APP7792401928,user8263,,2024-09-21,JAMF
CI153768,DEL4489301929,user4719,,2024-10-08,Intune
CI743385,MIC3700791931,user7329,Encrypted,2024-08-21,Intune
CI943610,APP7235201933,user8774,Encrypted,2024-09-30,Intune
CI772529,LEN3751151934,user2883,Encrypted,2024-08-15,Intune
CI303862,APP4892361935,user6266,Encrypted,2024-10-12,SCCM
CI563388,HP1633991936,user8706,,2024-09-08,JAMF
CI786410,MIC2074301937,user9534,Encrypted,2024-09-01,SCCM
CI747682,APP2248911938,user7626,Encrypted,2024-08-02,Intune
CI946632,DEL5849031939,,,2024-09-23,JAMF
CI744213,LEN9240491940,user9291,Encrypted,2024-10-01,SCCM
CI219284,DEL3260851941,user6168,,2024-10-14,Intune
CI705953,DEL7271701942,user1618,,2024-08-15,SCCM
CI137514,HP7262531943,user5011,Encrypted,2024-08-06,SCCM
CI576884,LEN4064001944,user6347,Encrypted,2024-09-28,Intune
CI364071,HP4117641945,user1916,Encrypted,2024-08-07,SCCM
CI462807,HP5391461947,user6982,Encrypted,2024-08-27,JAMF
CI880986,LEN4045911949,user5182,Not Encrypted,2024-08-21,SCCM
CI263190,APP5599461950,user3197,Encrypted,2024-10-30,Intune
CI137470,APP8545841952,user7816,Encrypted,2024-09-29,JAMF
CI659930,HP5518581953,,Encrypted,2024-08-22,SCCM
CI818198,DEL8147611957,user7286,,2024-09-15,JAMF
CI894348,APP9820821958,user2282,Encrypted,2024-08-19,Intune
CI775705,LEN7980251959,user1697,Encrypted,2024-08-17,JAMF
CI288555,LEN4218641961,user3439,Encrypted,2024-08-03,SCCM
CI396667,MIC3858691962,user8772,Encrypted,2024-09-23,SCCM
CI843930,MIC4463241963,user6487,,2024-10-10,JAMF
CI816545,HP9443171964,,Encrypted,2024-10-19,JAMF
CI209272,HP4426551966,user5928,Encrypted,2024-09-15,Intune
CI950964,LEN6268211967,user8746,,2024-10-21,SCCM
CI862165,LEN3252711968,user5185,,2024-09-25,JAMF
CI273391,APP6348801969,user5682,Encrypted,2024-10-17,JAMF
CI567988,LEN5438771971,user9203,Encrypted,2024-10-05,Intune
CI980702,APP1453171972,user2268,Encrypted,2024-10-25,JAMF
CI714938,MIC2889431973,user3174,Encrypted,2024-08-31,SCCM
CI964032,LEN5489021974,user7001,Encrypted,2024-08-28,SCCM
CI699430,APP7392001975,user1716,Encrypted,2024-08-21,JAMF
CI381085,DEL8998901976,user6566,Not Encrypted,2024-08-07,JAMF
CI953998,DEL3124511978,user8432,,2024-09-29,Intune
CI876340,HP5638491979,user7858,Encrypted,2024-10-23,SCCM
CI272013,DEL1257421980,user6421,Encrypted,2024-09-21,Intune
CI875256,DEL5368861981,user7775,Encrypted,2024-08-21,SCCM
CI738103,APP3505881984,user4878,Encrypted,2024-08-11,SCCM
CI534543,LEN6443491985,user5710,,2024-08-15,JAMF
CI119180,LEN5897731986,user4319,Unknown,2024-09-18,JAMF
CI800341,LEN5306181987,user2813,Unknown,2024-09-18,Intune
CI759144,APP7182061988,user1052,Encrypted,2024-10-04,Intune
CI170308,DEL7993771989,user1395,,2024-09-05,JAMF
CI409212,APP9104531990,user3132,Not Encrypted,2024-09-22,JAMF
CI609229,APP9555901991,user3740,Unknown,2024-08-15,JAMF
CI418655,APP6504401992,user8650,Encrypted,2024-10-02,Intune
CI584209,MIC7532111993,user7124,Not Encrypted,2024-08-04,JAMF
CI682006,LEN5464681994,user2008,Encrypted,2024-09-22,Intune
CI350271,APP4365261995,user8837,Encrypted,2024-10-23,JAMF
CI260139,APP6033731996,user9992,,2024-10-07,SCCM
CI503489,MIC7071351997,user3706,Encrypted,2024-10-13,JAMF
CI324897,MIC4464761999,user2253,Encrypted,2024-10-28,JAMF
CI268492,HP5379952000,user7631,,2024-09-04,SCCM
CI232204,HP7744612001,user5460,Encrypted,2024-10-23,SCCM
CI258063,MIC9352692003,user6258,,2024-09-22,JAMF
CI953175,DEL2692102004,user1626,,2024-08-16,JAMF
CI465852,LEN7532452005,user6598,Not Encrypted,2024-10-05,JAMF
CI806239,HP4570622006,user2016,Encrypted,2024-08-15,JAMF
CI685584,DEL2136192007,user8962,Unknown,2024-10-20,JAMF
CI733969,LEN4538262008,user8927,Not Encrypted,2024-10-27,JAMF
CI319029,LEN8304822009,user2103,,2024-10-12,JAMF
CI401716,DEL2217842010,user3788,,2024-10-17,SCCM
CI409133,LEN2987692011,user7500,Encrypted,2024-09-23,Intune
CI355528,APP6306722012,user1703,,2024-09-11,SCCM
CI501314,MIC5792642013,user9962,Encrypted,2024-08-06,Intune
CI909285,DEL1997222014,user2862,,2024-09-01,SCCM
CI483380,LEN8625932015,user5107,Encrypted,2024-08-09,SCCM
CI143138,APP5445032016,user4592,,2024-08-28,JAMF
CI384214,DEL9730022018,user1848,Unknown,2024-09-01,Intune
CI722527,LEN4033942019,user5530,Encrypted,2024-08-25,Intune
CI995713,MIC2084202020,user4861,Encrypted,2024-08-28,Intune
CI853732,MIC3435302021,user1650,Encrypted,2024-09-14,SCCM
CI520033,HP5902922022,user6222,Encrypted,2024-09-15,JAMF
CI645869,DEL5363632023,user1376,,2024-10-11,Intune
CI734215,DEL8845992024,user5578,Encrypted,2024-09-13,JAMF
CI957489,LEN8381962025,user6806,Not Encrypted,2024-10-06,SCCM
CI432500,APP8696282026,user1160,,2024-10-22,Intune
CI824055,HP9661852027,user1647,,2024-10-19,SCCM
CI457371,MIC8075212028,user4769,Encrypted,2024-10-14,SCCM
CI154229,DEL4206682029,user4562,Encrypted,2024-09-12,SCCM
CI339936,DEL1280502030,user5250,Encrypted,2024-09-13,JAMF
CI320679,DEL6703972031,user2241,Unknown,2024-10-15,JAMF
CI824936,LEN3198072032,user8835,,2024-10-31,JAMF
CI367368,HP1020382033,user1340,,2024-08-09,JAMF
CI669781,HP4746982034,user3095,Encrypted,2024-10-28,JAMF
CI149130,DEL6149622035,user9139,Unknown,2024-08-19,Intune
CI298613,DEL1437462036,user8478,Encrypted,2024-09-13,SCCM
CI480046,LEN3941772037,user8475,,2024-10-21,SCCM
CI987619,MIC7685302038,user2737,,2024-10-18,Intune
CI185357,HP6416542039,user1509,Unknown,2024-09-07,JAMF
CI912922,HP4651582040,user6674,Encrypted,2024-10-24,JAMF
CI119491,LEN2420022041,user3699,,2024-10-30,Intune
CI829392,DEL4093772042,user2114,Unknown,2024-10-16,Intune
CI514930,APP2561692043,user7855,Encrypted,2024-10-05,SCCM
CI190607,LEN3421482044,user9226,,2024-10-05,Intune
CI416891,DEL7298992045,user8911,,2024-10-24,JAMF
CI508940,HP2686572046,user3338,Encrypted,2024-09-13,JAMF
CI790434,DEL6348832047,user3481,Not Encrypted,2024-09-09,Intune
CI145750,HP2074372049,user1454,,2024-09-29,JAMF
CI484549,MIC7857532050,user7944,Encrypted,2024-09-25,SCCM
CI297457,HP5331532051,user6096,Unknown,2024-08-03,JAMF
CI955428,LEN9928772052,user1983,,2024-08-31,JAMF
CI258828,HP6326592053,user6460,Encrypted,2024-08-27,Intune
CI433653,LEN8352942054,user6867,Encrypted,2024-10-02,JAMF
CI411264,LEN5091272055,user9717,,2024-08-14,SCCM
CI789596,APP2055662056,user7223,,2024-08-04,SCCM
CI723282,LEN8923732057,user8128,Encrypted,2024-09-20,JAMF
CI921933,LEN5133922058,user5860,,2024-09-03,Intune
CI841822,LEN7202642059,user4977,Not Encrypted,2024-10-08,JAMF
CI941838,LEN6547842060,user3354,,2024-10-25,JAMF
CI583199,LEN2698012062,user3150,,2024-08-11,SCCM
CI971592,LEN4614572064,user4065,Encrypted,2024-09-26,JAMF
CI450257,DEL3270962065,user8097,,2024-09-08,SCCM
CI365081,LEN1317942066,user2073,,2024-08-06,SCCM
CI106672,APP4563952067,user2403,Encrypted,2024-10-30,JAMF
CI285358,APP6478252068,user2399,,2024-10-26,Intune
CI546985,DEL9339272070,user6508,Encrypted,2024-08-25,SCCM
CI164561,DEL4110872071,user2588,,2024-10-04,JAMF
CI341429,HP2408582072,user3045,,2024-10-01,Intune
CI836974,MIC7341512073,user5272,,2024-09-15,SCCM
CI553097,LEN4037692075,user8499,Unknown,2024-08-24,JAMF
CI307863,HP4736852076,user2794,Encrypted,2024-10-31,SCCM
CI883419,HP2871012077,user8324,,2024-08-13,Intune
CI574202,DEL2617942078,user8926,Not Encrypted,2024-08-03,JAMF
CI800277,LEN9955622079,,,2024-08-04,Intune
CI552911,MIC2310822080,user9010,Encrypted,2024-08-11,SCCM
CI246804,MIC3595442081,user2627,,2024-09-17,Intune
CI723385,LEN5807002082,user7251,Encrypted,2024-09-14,SCCM
CI586768,APP8972452083,user2997,,2024-10-28,JAMF
CI101779,DEL3707832084,user3836,,2024-09-30,SCCM
CI302917,MIC4309832086,user6214,,2024-08-30,SCCM
CI379192,DEL5540582087,user7102,Encrypted,2024-10-13,JAMF
CI251565,DEL4814262088,user4031,Encrypted,2024-08-06,Intune
CI642100,HP3694242090,user1613,Encrypted,2024-10-06,SCCM
CI721400,MIC6576082091,,Encrypted,2024-10-08,JAMF
CI424879,HP5769162092,user8495,,2024-10-08,SCCM
CI319030,DEL7889662093,user8078,,2024-10-27,JAMF
CI959671,MIC5531572094,user2816,,2024-08-12,Intune
CI636334,LEN5798012095,user2915,,2024-09-21,SCCM
CI608875,MIC6662582096,user3058,Encrypted,2024-09-23,SCCM
CI132545,HP3838092097,user3810,Encrypted,2024-08-31,Intune
CI530694,DEL3522682098,user3154,,2024-08-03,Intune
CI828216,DEL1516632099,user4106,Not Encrypted,2024-10-09,Intune
CI728966,MIC5907932100,user1394,Encrypted,2024-09-04,Intune
CI628349,LEN4539502101,user8271,Encrypted,2024-09-23,Intune
CI157497,DEL5851462102,user3089,Encrypted,2024-08-04,SCCM
CI627200,DEL4466192103,user9840,Encrypted,2024-08-09,JAMF
CI671759,DEL9476302106,user3627,Encrypted,2024-09-05,JAMF
CI649270,HP6319122107,user8566,Encrypted,2024-10-23,SCCM
CI328754,APP4587242108,user7930,Encrypted,2024-10-02,Intune
CI861169,APP7687002109,user4914,,2024-08-08,Intune
CI869430,LEN4277932110,user4288,,2024-09-17,SCCM
CI864834,APP2464562112,user5457,Encrypted,2024-09-17,JAMF
CI840910,LEN2509122113,user1738,Encrypted,2024-08-12,JAMF
CI270775,HP9170112114,user3338,Encrypted,2024-10-13,JAMF
CI236523,HP6840482115,user6007,Encrypted,2024-08-26,Intune
CI218764,APP7539992116,user9172,Encrypted,2024-08-28,JAMF
CI679717,HP7645692117,user1079,,2024-10-08,Intune
CI806792,HP3209502118,user7231,,2024-08-26,SCCM
CI896567,APP8630022119,user3713,Encrypted,2024-08-21,JAMF
CI280547,HP6381312120,user2424,,2024-10-12,Intune
CI780206,MIC7517772121,user6901,Encrypted,2024-09-19,JAMF
CI406440,DEL2998732122,user6889,Encrypted,2024-10-17,SCCM
CI978241,HP1805082123,user3620,Unknown,2024-09-27,Intune
CI559063,HP9053302124,user4552,Encrypted,2024-09-18,SCCM
CI615550,APP6095632125,user5012,Encrypted,2024-08-07,SCCM
